Gene1,Gene2,Correlation
AT1G01715,AT1G02000,0.8
AT1G01720,AT1G01040,0.8
AT1G01720,AT1G01310,-0.7745966692414834
AT1G01720,AT1G01390,-0.6324555320336759
AT1G01720,AT1G01520,-0.6324555320336759
AT1G01720,AT1G01725,0.8
AT1G01720,AT1G01730,0.6
AT1G01720,AT1G01750,0.8
AT1G01720,AT1G01760,0.8
AT1G01720,AT1G01770,0.8
AT1G01720,AT1G01780,0.8
AT1G01720,AT1G01790,0.8
AT1G01720,AT1G01820,0.6
AT1G01720,AT1G01830,0.8
AT1G01720,AT1G01950,0.8
AT1G01720,AT1G01970,-1.0
AT1G01720,AT1G02000,0.8
AT1G01725,AT1G01250,0.7745966692414834
AT1G01725,AT1G01310,-0.7745966692414834
AT1G01725,AT1G01380,0.8
AT1G01725,AT1G01470,0.8
AT1G01725,AT1G01630,-0.8
AT1G01725,AT1G01680,0.7745966692414834
AT1G01725,AT1G01695,0.7745966692414834
AT1G01725,AT1G01730,0.8
AT1G01725,AT1G01750,1.0
AT1G01725,AT1G01760,0.6
AT1G01725,AT1G01770,1.0
AT1G01725,AT1G01780,0.6
AT1G01725,AT1G01790,0.6
AT1G01725,AT1G01820,0.8
AT1G01725,AT1G01880,-0.6324555320336759
AT1G01725,AT1G01900,0.6324555320336759
AT1G01725,AT1G01930,-0.6324555320336759
AT1G01725,AT1G01940,0.8
AT1G01725,AT1G01950,1.0
AT1G01725,AT1G01970,-0.8
AT1G01725,AT1G02000,0.6
AT1G01730,AT1G01220,-0.8
AT1G01730,AT1G01240,-0.8
AT1G01730,AT1G01250,0.7745966692414834
AT1G01730,AT1G01290,0.8
AT1G01730,AT1G01680,0.7745966692414834
AT1G01730,AT1G01695,0.7745966692414834
AT1G01730,AT1G01750,0.8
AT1G01730,AT1G01760,0.8
AT1G01730,AT1G01770,0.8
AT1G01730,AT1G01780,0.8
AT1G01730,AT1G01790,0.8
AT1G01730,AT1G01810,0.8
AT1G01730,AT1G01820,1.0
AT1G01730,AT1G01910,0.8
AT1G01730,AT1G01950,0.8
AT1G01730,AT1G01970,-0.6
AT1G01730,AT1G02000,0.8
AT1G01740,AT1G01140,0.8
AT1G01740,AT1G01225,0.8
AT1G01740,AT1G01340,-0.8
AT1G01740,AT1G01380,0.6
AT1G01740,AT1G01470,0.6
AT1G01740,AT1G01580,0.8
AT1G01740,AT1G01630,-0.6
AT1G01740,AT1G01640,-0.8
AT1G01740,AT1G01690,-0.8
AT1G01740,AT1G01760,-0.8
AT1G01740,AT1G01780,-0.8
AT1G01740,AT1G01790,-0.8
AT1G01740,AT1G01800,-0.8
AT1G01740,AT1G01840,0.8
AT1G01740,AT1G01880,-0.7378647873726218
AT1G01740,AT1G01900,0.7378647873726218
AT1G01740,AT1G01930,-0.7378647873726218
AT1G01740,AT1G01940,0.6
AT1G01740,AT1G01960,-0.8
AT1G01740,AT1G02000,-0.8
AT1G01740,AT1G02010,1.0
AT1G01750,AT1G01250,0.7745966692414834
AT1G01750,AT1G01310,-0.7745966692414834
AT1G01750,AT1G01380,0.8
AT1G01750,AT1G01470,0.8
AT1G01750,AT1G01630,-0.8
AT1G01750,AT1G01680,0.7745966692414834
AT1G01750,AT1G01695,0.7745966692414834
AT1G01750,AT1G01760,0.6
AT1G01750,AT1G01770,1.0
AT1G01750,AT1G01780,0.6
AT1G01750,AT1G01790,0.6
AT1G01750,AT1G01820,0.8
AT1G01750,AT1G01880,-0.6324555320336759
AT1G01750,AT1G01900,0.6324555320336759
AT1G01750,AT1G01930,-0.6324555320336759
AT1G01750,AT1G01940,0.8
AT1G01750,AT1G01950,1.0
AT1G01750,AT1G01970,-0.8
AT1G01750,AT1G02000,0.6
AT1G01760,AT1G01770,0.6
AT1G01760,AT1G01780,1.0
AT1G01760,AT1G01790,1.0
AT1G01760,AT1G01820,0.8
AT1G01760,AT1G01950,0.6
AT1G01760,AT1G01970,-0.8
AT1G01760,AT1G02000,1.0
AT1G01760,AT1G02010,-0.8
AT1G01770,AT1G01250,0.7745966692414834
AT1G01770,AT1G01310,-0.7745966692414834
AT1G01770,AT1G01380,0.8
AT1G01770,AT1G01470,0.8
AT1G01770,AT1G01630,-0.8
AT1G01770,AT1G01680,0.7745966692414834
AT1G01770,AT1G01695,0.7745966692414834
AT1G01770,AT1G01780,0.6
AT1G01770,AT1G01790,0.6
AT1G01770,AT1G01820,0.8
AT1G01770,AT1G01880,-0.6324555320336759
AT1G01770,AT1G01900,0.6324555320336759
AT1G01770,AT1G01930,-0.6324555320336759
AT1G01770,AT1G01940,0.8
AT1G01770,AT1G01950,1.0
AT1G01770,AT1G01970,-0.8
AT1G01770,AT1G02000,0.6
AT1G01780,AT1G01790,1.0
AT1G01780,AT1G01820,0.8
AT1G01780,AT1G01950,0.6
AT1G01780,AT1G01970,-0.8
AT1G01780,AT1G02000,1.0
AT1G01780,AT1G02010,-0.8
AT1G01790,AT1G01820,0.8
AT1G01790,AT1G01950,0.6
AT1G01790,AT1G01970,-0.8
AT1G01790,AT1G02000,1.0
AT1G01790,AT1G02010,-0.8
AT1G01820,AT1G01220,-0.8
AT1G01820,AT1G01240,-0.8
AT1G01820,AT1G01250,0.7745966692414834
AT1G01820,AT1G01290,0.8
AT1G01820,AT1G01680,0.7745966692414834
AT1G01820,AT1G01695,0.7745966692414834
AT1G01820,AT1G01810,0.8
AT1G01820,AT1G01910,0.8
AT1G01820,AT1G01950,0.8
AT1G01820,AT1G01970,-0.6
AT1G01820,AT1G02000,0.8
AT1G01950,AT1G01250,0.7745966692414834
AT1G01950,AT1G01310,-0.7745966692414834
AT1G01950,AT1G01380,0.8
AT1G01950,AT1G01470,0.8
AT1G01950,AT1G01630,-0.8
AT1G01950,AT1G01680,0.7745966692414834
AT1G01950,AT1G01695,0.7745966692414834
AT1G01950,AT1G01880,-0.6324555320336759
AT1G01950,AT1G01900,0.6324555320336759
AT1G01950,AT1G01930,-0.6324555320336759
AT1G01950,AT1G01940,0.8
AT1G01950,AT1G01970,-0.8
AT1G01950,AT1G02000,0.6
AT1G01970,AT1G01040,-0.8
AT1G01970,AT1G01310,0.7745966692414834
AT1G01970,AT1G01390,0.6324555320336759
AT1G01970,AT1G01520,0.6324555320336759
AT1G01970,AT1G01830,-0.8
AT1G01970,AT1G02000,-0.8
AT1G02000,AT1G02010,-0.8
AT1G02010,AT1G01140,0.8
AT1G02010,AT1G01225,0.8
AT1G02010,AT1G01340,-0.8
AT1G02010,AT1G01380,0.6
AT1G02010,AT1G01470,0.6
AT1G02010,AT1G01580,0.8
AT1G02010,AT1G01630,-0.6
AT1G02010,AT1G01640,-0.8
AT1G02010,AT1G01690,-0.8
AT1G02010,AT1G01800,-0.8
AT1G02010,AT1G01840,0.8
AT1G02010,AT1G01880,-0.7378647873726218
AT1G02010,AT1G01900,0.7378647873726218
AT1G02010,AT1G01930,-0.7378647873726218
AT1G02010,AT1G01940,0.6
AT1G02010,AT1G01960,-0.8
AT1G01020,AT1G01040,0.8
AT1G01020,AT1G01120,0.6
AT1G01020,AT1G01140,0.8
AT1G01020,AT1G01220,0.8
AT1G01020,AT1G01240,0.8
AT1G01020,AT1G01260,-0.6
AT1G01020,AT1G01290,-0.8
AT1G01020,AT1G01300,-1.0
AT1G01020,AT1G01310,-0.7745966692414834
AT1G01020,AT1G01340,-0.8
AT1G01020,AT1G01390,-0.9486832980505138
AT1G01020,AT1G01520,-0.9486832980505138
AT1G01020,AT1G01560,-0.6
AT1G01020,AT1G01580,0.8
AT1G01020,AT1G01600,1.0
AT1G01020,AT1G01700,-0.8944271909999159
AT1G01020,AT1G01810,-0.8
AT1G01020,AT1G01830,0.8
AT1G01020,AT1G01840,0.8
AT1G01020,AT1G01860,0.6
AT1G01020,AT1G01880,-0.6324555320336759
AT1G01020,AT1G01900,0.6324555320336759
AT1G01020,AT1G01910,-0.8
AT1G01020,AT1G01920,-1.0
AT1G01020,AT1G01990,-0.6
AT1G01040,AT1G01120,0.8
AT1G01040,AT1G01220,0.6
AT1G01040,AT1G01240,0.6
AT1G01040,AT1G01260,-0.8
AT1G01040,AT1G01290,-0.6
AT1G01040,AT1G01300,-0.8
AT1G01040,AT1G01310,-0.7745966692414834
AT1G01040,AT1G01390,-0.9486832980505138
AT1G01040,AT1G01520,-0.9486832980505138
AT1G01040,AT1G01560,-0.8
AT1G01040,AT1G01600,0.8
AT1G01040,AT1G01700,-0.8944271909999159
AT1G01040,AT1G01810,-0.6
AT1G01040,AT1G01830,1.0
AT1G01040,AT1G01860,0.8
AT1G01040,AT1G01910,-0.6
AT1G01040,AT1G01920,-0.8
AT1G01040,AT1G01990,-0.8
AT1G01120,AT1G01220,0.8
AT1G01120,AT1G01225,-0.8
AT1G01120,AT1G01240,0.8
AT1G01120,AT1G01250,-0.7745966692414834
AT1G01120,AT1G01260,-1.0
AT1G01120,AT1G01290,-0.8
AT1G01120,AT1G01300,-0.6
AT1G01120,AT1G01390,-0.7378647873726218
AT1G01120,AT1G01520,-0.7378647873726218
AT1G01120,AT1G01560,-1.0
AT1G01120,AT1G01600,0.6
AT1G01120,AT1G01640,0.8
AT1G01120,AT1G01680,-0.7745966692414834
AT1G01120,AT1G01690,0.8
AT1G01120,AT1G01695,-0.7745966692414834
AT1G01120,AT1G01700,-0.8944271909999159
AT1G01120,AT1G01800,0.8
AT1G01120,AT1G01810,-0.8
AT1G01120,AT1G01830,0.8
AT1G01120,AT1G01860,1.0
AT1G01120,AT1G01910,-0.8
AT1G01120,AT1G01920,-0.6
AT1G01120,AT1G01930,0.6324555320336759
AT1G01120,AT1G01960,0.8
AT1G01120,AT1G01990,-1.0
AT1G01140,AT1G01225,0.6
AT1G01140,AT1G01300,-0.8
AT1G01140,AT1G01310,-0.7745966692414834
AT1G01140,AT1G01340,-1.0
AT1G01140,AT1G01380,0.8
AT1G01140,AT1G01390,-0.6324555320336759
AT1G01140,AT1G01470,0.8
AT1G01140,AT1G01520,-0.6324555320336759
AT1G01140,AT1G01580,1.0
AT1G01140,AT1G01600,0.8
AT1G01140,AT1G01630,-0.8
AT1G01140,AT1G01640,-0.6
AT1G01140,AT1G01690,-0.6
AT1G01140,AT1G01800,-0.6
AT1G01140,AT1G01840,1.0
AT1G01140,AT1G01880,-0.9486832980505138
AT1G01140,AT1G01900,0.9486832980505138
AT1G01140,AT1G01920,-0.8
AT1G01140,AT1G01930,-0.7378647873726218
AT1G01140,AT1G01940,0.8
AT1G01140,AT1G01960,-0.6
AT1G01220,AT1G01240,1.0
AT1G01220,AT1G01250,-0.7745966692414834
AT1G01220,AT1G01260,-0.8
AT1G01220,AT1G01290,-1.0
AT1G01220,AT1G01300,-0.8
AT1G01220,AT1G01390,-0.7378647873726218
AT1G01220,AT1G01520,-0.7378647873726218
AT1G01220,AT1G01560,-0.8
AT1G01220,AT1G01600,0.8
AT1G01220,AT1G01680,-0.7745966692414834
AT1G01220,AT1G01695,-0.7745966692414834
AT1G01220,AT1G01700,-0.8944271909999159
AT1G01220,AT1G01810,-1.0
AT1G01220,AT1G01830,0.6
AT1G01220,AT1G01860,0.8
AT1G01220,AT1G01910,-1.0
AT1G01220,AT1G01920,-0.8
AT1G01220,AT1G01990,-0.8
AT1G01240,AT1G01250,-0.7745966692414834
AT1G01240,AT1G01260,-0.8
AT1G01240,AT1G01290,-1.0
AT1G01240,AT1G01300,-0.8
AT1G01240,AT1G01390,-0.7378647873726218
AT1G01240,AT1G01520,-0.7378647873726218
AT1G01240,AT1G01560,-0.8
AT1G01240,AT1G01600,0.8
AT1G01240,AT1G01680,-0.7745966692414834
AT1G01240,AT1G01695,-0.7745966692414834
AT1G01240,AT1G01700,-0.8944271909999159
AT1G01240,AT1G01810,-1.0
AT1G01240,AT1G01830,0.6
AT1G01240,AT1G01860,0.8
AT1G01240,AT1G01910,-1.0
AT1G01240,AT1G01920,-0.8
AT1G01240,AT1G01990,-0.8
AT1G01260,AT1G01225,0.8
AT1G01260,AT1G01250,0.7745966692414834
AT1G01260,AT1G01290,0.8
AT1G01260,AT1G01300,0.6
AT1G01260,AT1G01390,0.7378647873726218
AT1G01260,AT1G01520,0.7378647873726218
AT1G01260,AT1G01560,1.0
AT1G01260,AT1G01600,-0.6
AT1G01260,AT1G01640,-0.8
AT1G01260,AT1G01680,0.7745966692414834
AT1G01260,AT1G01690,-0.8
AT1G01260,AT1G01695,0.7745966692414834
AT1G01260,AT1G01700,0.8944271909999159
AT1G01260,AT1G01800,-0.8
AT1G01260,AT1G01810,0.8
AT1G01260,AT1G01830,-0.8
AT1G01260,AT1G01860,-1.0
AT1G01260,AT1G01910,0.8
AT1G01260,AT1G01920,0.6
AT1G01260,AT1G01930,-0.6324555320336759
AT1G01260,AT1G01960,-0.8
AT1G01260,AT1G01990,1.0
AT1G01290,AT1G01250,0.7745966692414834
AT1G01290,AT1G01300,0.8
AT1G01290,AT1G01390,0.7378647873726218
AT1G01290,AT1G01520,0.7378647873726218
AT1G01290,AT1G01560,0.8
AT1G01290,AT1G01600,-0.8
AT1G01290,AT1G01680,0.7745966692414834
AT1G01290,AT1G01695,0.7745966692414834
AT1G01290,AT1G01700,0.8944271909999159
AT1G01290,AT1G01810,1.0
AT1G01290,AT1G01830,-0.6
AT1G01290,AT1G01860,-0.8
AT1G01290,AT1G01910,1.0
AT1G01290,AT1G01920,0.8
AT1G01290,AT1G01990,0.8
AT1G01300,AT1G01310,0.7745966692414834
AT1G01300,AT1G01340,0.8
AT1G01300,AT1G01390,0.9486832980505138
AT1G01300,AT1G01520,0.9486832980505138
AT1G01300,AT1G01560,0.6
AT1G01300,AT1G01580,-0.8
AT1G01300,AT1G01600,-1.0
AT1G01300,AT1G01700,0.8944271909999159
AT1G01300,AT1G01810,0.8
AT1G01300,AT1G01830,-0.8
AT1G01300,AT1G01840,-0.8
AT1G01300,AT1G01860,-0.6
AT1G01300,AT1G01880,0.6324555320336759
AT1G01300,AT1G01900,-0.6324555320336759
AT1G01300,AT1G01910,0.8
AT1G01300,AT1G01920,1.0
AT1G01300,AT1G01990,0.6
AT1G01310,AT1G01340,0.7745966692414834
AT1G01310,AT1G01380,-0.7745966692414834
AT1G01310,AT1G01390,0.816496580927726
AT1G01310,AT1G01470,-0.7745966692414834
AT1G01310,AT1G01520,0.816496580927726
AT1G01310,AT1G01580,-0.7745966692414834
AT1G01310,AT1G01600,-0.7745966692414834
AT1G01310,AT1G01630,0.7745966692414834
AT1G01310,AT1G01700,0.5773502691896258
AT1G01310,AT1G01830,-0.7745966692414834
AT1G01310,AT1G01840,-0.7745966692414834
AT1G01310,AT1G01880,0.816496580927726
AT1G01310,AT1G01900,-0.816496580927726
AT1G01310,AT1G01920,0.7745966692414834
AT1G01310,AT1G01930,0.5443310539518174
AT1G01310,AT1G01940,-0.7745966692414834
AT1G01340,AT1G01225,-0.6
AT1G01340,AT1G01380,-0.8
AT1G01340,AT1G01390,0.6324555320336759
AT1G01340,AT1G01470,-0.8
AT1G01340,AT1G01520,0.6324555320336759
AT1G01340,AT1G01580,-1.0
AT1G01340,AT1G01600,-0.8
AT1G01340,AT1G01630,0.8
AT1G01340,AT1G01640,0.6
AT1G01340,AT1G01690,0.6
AT1G01340,AT1G01800,0.6
AT1G01340,AT1G01840,-1.0
AT1G01340,AT1G01880,0.9486832980505138
AT1G01340,AT1G01900,-0.9486832980505138
AT1G01340,AT1G01920,0.8
AT1G01340,AT1G01930,0.7378647873726218
AT1G01340,AT1G01940,-0.8
AT1G01340,AT1G01960,0.6
AT1G01390,AT1G01520,1.0
AT1G01390,AT1G01560,0.7378647873726218
AT1G01390,AT1G01580,-0.6324555320336759
AT1G01390,AT1G01600,-0.9486832980505138
AT1G01390,AT1G01700,0.9428090415820635
AT1G01390,AT1G01810,0.7378647873726218
AT1G01390,AT1G01830,-0.9486832980505138
AT1G01390,AT1G01840,-0.6324555320336759
AT1G01390,AT1G01860,-0.7378647873726218
AT1G01390,AT1G01880,0.5
AT1G01390,AT1G01900,-0.5
AT1G01390,AT1G01910,0.7378647873726218
AT1G01390,AT1G01920,0.9486832980505138
AT1G01390,AT1G01990,0.7378647873726218
AT1G01520,AT1G01560,0.7378647873726218
AT1G01520,AT1G01580,-0.6324555320336759
AT1G01520,AT1G01600,-0.9486832980505138
AT1G01520,AT1G01700,0.9428090415820635
AT1G01520,AT1G01810,0.7378647873726218
AT1G01520,AT1G01830,-0.9486832980505138
AT1G01520,AT1G01840,-0.6324555320336759
AT1G01520,AT1G01860,-0.7378647873726218
AT1G01520,AT1G01880,0.5
AT1G01520,AT1G01900,-0.5
AT1G01520,AT1G01910,0.7378647873726218
AT1G01520,AT1G01920,0.9486832980505138
AT1G01520,AT1G01990,0.7378647873726218
AT1G01560,AT1G01225,0.8
AT1G01560,AT1G01250,0.7745966692414834
AT1G01560,AT1G01600,-0.6
AT1G01560,AT1G01640,-0.8
AT1G01560,AT1G01680,0.7745966692414834
AT1G01560,AT1G01690,-0.8
AT1G01560,AT1G01695,0.7745966692414834
AT1G01560,AT1G01700,0.8944271909999159
AT1G01560,AT1G01800,-0.8
AT1G01560,AT1G01810,0.8
AT1G01560,AT1G01830,-0.8
AT1G01560,AT1G01860,-1.0
AT1G01560,AT1G01910,0.8
AT1G01560,AT1G01920,0.6
AT1G01560,AT1G01930,-0.6324555320336759
AT1G01560,AT1G01960,-0.8
AT1G01560,AT1G01990,1.0
AT1G01580,AT1G01225,0.6
AT1G01580,AT1G01380,0.8
AT1G01580,AT1G01470,0.8
AT1G01580,AT1G01600,0.8
AT1G01580,AT1G01630,-0.8
AT1G01580,AT1G01640,-0.6
AT1G01580,AT1G01690,-0.6
AT1G01580,AT1G01800,-0.6
AT1G01580,AT1G01840,1.0
AT1G01580,AT1G01880,-0.9486832980505138
AT1G01580,AT1G01900,0.9486832980505138
AT1G01580,AT1G01920,-0.8
AT1G01580,AT1G01930,-0.7378647873726218
AT1G01580,AT1G01940,0.8
AT1G01580,AT1G01960,-0.6
AT1G01600,AT1G01700,-0.8944271909999159
AT1G01600,AT1G01810,-0.8
AT1G01600,AT1G01830,0.8
AT1G01600,AT1G01840,0.8
AT1G01600,AT1G01860,0.6
AT1G01600,AT1G01880,-0.6324555320336759
AT1G01600,AT1G01900,0.6324555320336759
AT1G01600,AT1G01910,-0.8
AT1G01600,AT1G01920,-1.0
AT1G01600,AT1G01990,-0.6
AT1G01700,AT1G01250,0.5773502691896258
AT1G01700,AT1G01680,0.5773502691896258
AT1G01700,AT1G01695,0.5773502691896258
AT1G01700,AT1G01810,0.8944271909999159
AT1G01700,AT1G01830,-0.8944271909999159
AT1G01700,AT1G01860,-0.8944271909999159
AT1G01700,AT1G01910,0.8944271909999159
AT1G01700,AT1G01920,0.8944271909999159
AT1G01700,AT1G01990,0.8944271909999159
AT1G01810,AT1G01250,0.7745966692414834
AT1G01810,AT1G01680,0.7745966692414834
AT1G01810,AT1G01695,0.7745966692414834
AT1G01810,AT1G01830,-0.6
AT1G01810,AT1G01860,-0.8
AT1G01810,AT1G01910,1.0
AT1G01810,AT1G01920,0.8
AT1G01810,AT1G01990,0.8
AT1G01830,AT1G01860,0.8
AT1G01830,AT1G01910,-0.6
AT1G01830,AT1G01920,-0.8
AT1G01830,AT1G01990,-0.8
AT1G01840,AT1G01225,0.6
AT1G01840,AT1G01380,0.8
AT1G01840,AT1G01470,0.8
AT1G01840,AT1G01630,-0.8
AT1G01840,AT1G01640,-0.6
AT1G01840,AT1G01690,-0.6
AT1G01840,AT1G01800,-0.6
AT1G01840,AT1G01880,-0.9486832980505138
AT1G01840,AT1G01900,0.9486832980505138
AT1G01840,AT1G01920,-0.8
AT1G01840,AT1G01930,-0.7378647873726218
AT1G01840,AT1G01940,0.8
AT1G01840,AT1G01960,-0.6
AT1G01860,AT1G01225,-0.8
AT1G01860,AT1G01250,-0.7745966692414834
AT1G01860,AT1G01640,0.8
AT1G01860,AT1G01680,-0.7745966692414834
AT1G01860,AT1G01690,0.8
AT1G01860,AT1G01695,-0.7745966692414834
AT1G01860,AT1G01800,0.8
AT1G01860,AT1G01910,-0.8
AT1G01860,AT1G01920,-0.6
AT1G01860,AT1G01930,0.6324555320336759
AT1G01860,AT1G01960,0.8
AT1G01860,AT1G01990,-1.0
AT1G01880,AT1G01225,-0.7378647873726218
AT1G01880,AT1G01250,-0.5443310539518174
AT1G01880,AT1G01380,-0.9486832980505138
AT1G01880,AT1G01470,-0.9486832980505138
AT1G01880,AT1G01630,0.9486832980505138
AT1G01880,AT1G01640,0.7378647873726218
AT1G01880,AT1G01680,-0.5443310539518174
AT1G01880,AT1G01690,0.7378647873726218
AT1G01880,AT1G01695,-0.5443310539518174
AT1G01880,AT1G01800,0.7378647873726218
AT1G01880,AT1G01900,-1.0
AT1G01880,AT1G01920,0.6324555320336759
AT1G01880,AT1G01930,0.8888888888888888
AT1G01880,AT1G01940,-0.9486832980505138
AT1G01880,AT1G01960,0.7378647873726218
AT1G01900,AT1G01225,0.7378647873726218
AT1G01900,AT1G01250,0.5443310539518174
AT1G01900,AT1G01380,0.9486832980505138
AT1G01900,AT1G01470,0.9486832980505138
AT1G01900,AT1G01630,-0.9486832980505138
AT1G01900,AT1G01640,-0.7378647873726218
AT1G01900,AT1G01680,0.5443310539518174
AT1G01900,AT1G01690,-0.7378647873726218
AT1G01900,AT1G01695,0.5443310539518174
AT1G01900,AT1G01800,-0.7378647873726218
AT1G01900,AT1G01920,-0.6324555320336759
AT1G01900,AT1G01930,-0.8888888888888888
AT1G01900,AT1G01940,0.9486832980505138
AT1G01900,AT1G01960,-0.7378647873726218
AT1G01910,AT1G01250,0.7745966692414834
AT1G01910,AT1G01680,0.7745966692414834
AT1G01910,AT1G01695,0.7745966692414834
AT1G01910,AT1G01920,0.8
AT1G01910,AT1G01990,0.8
AT1G01920,AT1G01990,0.6
AT1G01990,AT1G01225,0.8
AT1G01990,AT1G01250,0.7745966692414834
AT1G01990,AT1G01640,-0.8
AT1G01990,AT1G01680,0.7745966692414834
AT1G01990,AT1G01690,-0.8
AT1G01990,AT1G01695,0.7745966692414834
AT1G01990,AT1G01800,-0.8
AT1G01990,AT1G01930,-0.6324555320336759
AT1G01990,AT1G01960,-0.8
AT1G01250,AT1G01225,0.7745966692414834
AT1G01250,AT1G01380,0.7745966692414834
AT1G01250,AT1G01470,0.7745966692414834
AT1G01250,AT1G01630,-0.7745966692414834
AT1G01250,AT1G01640,-0.7745966692414834
AT1G01250,AT1G01680,1.0
AT1G01250,AT1G01690,-0.7745966692414834
AT1G01250,AT1G01695,1.0
AT1G01250,AT1G01800,-0.7745966692414834
AT1G01250,AT1G01930,-0.816496580927726
AT1G01250,AT1G01940,0.7745966692414834
AT1G01250,AT1G01960,-0.7745966692414834
AT1G01680,AT1G01225,0.7745966692414834
AT1G01680,AT1G01380,0.7745966692414834
AT1G01680,AT1G01470,0.7745966692414834
AT1G01680,AT1G01630,-0.7745966692414834
AT1G01680,AT1G01640,-0.7745966692414834
AT1G01680,AT1G01690,-0.7745966692414834
AT1G01680,AT1G01695,1.0
AT1G01680,AT1G01800,-0.7745966692414834
AT1G01680,AT1G01930,-0.816496580927726
AT1G01680,AT1G01940,0.7745966692414834
AT1G01680,AT1G01960,-0.7745966692414834
AT1G01695,AT1G01225,0.7745966692414834
AT1G01695,AT1G01380,0.7745966692414834
AT1G01695,AT1G01470,0.7745966692414834
AT1G01695,AT1G01630,-0.7745966692414834
AT1G01695,AT1G01640,-0.7745966692414834
AT1G01695,AT1G01690,-0.7745966692414834
AT1G01695,AT1G01800,-0.7745966692414834
AT1G01695,AT1G01930,-0.816496580927726
AT1G01695,AT1G01940,0.7745966692414834
AT1G01695,AT1G01960,-0.7745966692414834
AT1G01380,AT1G01225,0.8
AT1G01380,AT1G01470,1.0
AT1G01380,AT1G01630,-1.0
AT1G01380,AT1G01640,-0.8
AT1G01380,AT1G01690,-0.8
AT1G01380,AT1G01800,-0.8
AT1G01380,AT1G01930,-0.9486832980505138
AT1G01380,AT1G01940,1.0
AT1G01380,AT1G01960,-0.8
AT1G01470,AT1G01225,0.8
AT1G01470,AT1G01630,-1.0
AT1G01470,AT1G01640,-0.8
AT1G01470,AT1G01690,-0.8
AT1G01470,AT1G01800,-0.8
AT1G01470,AT1G01930,-0.9486832980505138
AT1G01470,AT1G01940,1.0
AT1G01470,AT1G01960,-0.8
AT1G01630,AT1G01225,-0.8
AT1G01630,AT1G01640,0.8
AT1G01630,AT1G01690,0.8
AT1G01630,AT1G01800,0.8
AT1G01630,AT1G01930,0.9486832980505138
AT1G01630,AT1G01940,-1.0
AT1G01630,AT1G01960,0.8
AT1G01930,AT1G01225,-0.9486832980505138
AT1G01930,AT1G01640,0.9486832980505138
AT1G01930,AT1G01690,0.9486832980505138
AT1G01930,AT1G01800,0.9486832980505138
AT1G01930,AT1G01940,-0.9486832980505138
AT1G01930,AT1G01960,0.9486832980505138
AT1G01940,AT1G01225,0.8
AT1G01940,AT1G01640,-0.8
AT1G01940,AT1G01690,-0.8
AT1G01940,AT1G01800,-0.8
AT1G01940,AT1G01960,-0.8
AT1G01225,AT1G01640,-1.0
AT1G01225,AT1G01690,-1.0
AT1G01225,AT1G01800,-1.0
AT1G01225,AT1G01960,-1.0
AT1G01640,AT1G01690,1.0
AT1G01640,AT1G01800,1.0
AT1G01640,AT1G01960,1.0
AT1G01690,AT1G01800,1.0
AT1G01690,AT1G01960,1.0
AT1G01800,AT1G01960,1.0
